#,tractate,fromLine,fromWordIndex,fromWord,toLine,toWordIndex,toWord,composition,compositionLocation,excerpt,comments,year,כרטיס בכרטסת,כרטיס בסריקה
17373,yevamot,705,1,מה,705,22,שכן.,בית הבחירה,"יבמות, עמ' 316",ומכל מקום בתלמוד המערב מוכיח שאף הנדוניא הולכת לאיבוד שהרי במה שאמרו במשנתנו ר' אלעזר אומר בעלה הראשון זכאי במציאתה ובהפר נדריה ובמעשי ידיה שאלו שם מה ר' אלעזר אומר בכתובה והשיבו מה אם דברים שנפלו לו דרך איסור את אמר זכאי כתובה שנפלה לו דרך היתר לא כל שכן ואי בעקר כתובה קאמר מאי נפלה לו דקאמר ומכל מקום איפשר לפרש דלישנא דנפלו לה לאו דוקא אמר וגדולי הדור כתבוה כדעת תלמוד המערב,,1375,53,857_210564
33757,yevamot,706,*,,706,*,0,תוספות - יבמות,"יא ע""א ד""ה רבי שמעון",ועוד דבירושלמי קורא לההיא דרבי שמעון חליצה פסולה.,(שם: ביאה פסולה פוטר'),1200,4,310627_528
33762,yevamot,706,*,,706,*,0,תוספות - יבמות,"כו ע""ב ד""ה וחליצה",... וכן סוטה דרבנן דקרי לה בירוש' חליצה פסולה גבי הא דאמר ר' שמעון ביאתה כו' ...,(שם: ביאה פסולה),1200,9,310632_533
,yevamot,706,*,,706,*,0,"חידושי הריטב""א - יבמות ח""ב","יבמות דף יא עמוד א ד""ה והא דאותיב",ומיהו בירושלמי קרי לחליצתה פסולה ואפילו לר' שמעון,,1300,,
,yevamot,706,*,,706,*,0,"חי' הרשב""א - יבמות","דף כז ע”א ד""ה והיכא דאיכא",ואמרינן עלה בירושלמי הדא אמרה קסבר ר' שמעון חליצה פסולה פוטרת צרתה,,1275,,
31184,yevamot,706,*,,706,*,0,"חי' הרשב""א - יבמות","עמ' קסז, ד""ה, רב אשי [כז ע""א]",[ואמרינן עלה בגמרא דירושלמי] הדא אמרה קסבר ר' שמעון *חלצה פסולה פוטרת צרתה,"*לפנינו: 'הדא אמרה על דר""ש ביאה פסולה פוטרתה'",1275,15,461_00271227
,yevamot,706,*,,706,*,0,"חי' הרשב""א - יבמות","דף יא עמוד א ד""ה והא דאותיב",ומיהו בירושלמי קרי לחליצתה פסולה ואפילו לר' שמעון,,1275,,
,yevamot,706,*,,706,*,0,"אור זרוע ח""ג","הל’ יבום וקידושין סימן תריט ד""ה אמר רבה","וכן סוטה דרבנן שאמר ר""ש בהאשה רבה ביאתה או חליצתה מאחיו של ראשון פוטרת צרתה וקרי ליה בירושלמי חליצה פסולה",,1215,,
4077,yevamot,717,1,שנים,718,51,תלוי.,יחוסי תנאים ואמוראים,"""[רבי יצחק] תנא"" [בלוי כ""ב עמ' תקעז-ח]","וגרסינן נמי בהאשה רבה ובפרק שני כתובות ירושלמי, שנים אומרים נתקדשה ושנים אומרים לא נתקדשה, רבי יונה מדמה לה לחלבים, אילו שנים אומרים פלוני אכל חלב ושנים אומרים לא אכל, שמא אינו מביא אשם תלוי מספק. וכה [פי' והכי], יתן גט מספק. א""ל רבי יוסה לא תדמיניה לחלבים, שכן אפילו ליבו נוקרו מביא אשם תלוי. [הרי שמדמה חלבים לאשה שהיא גוף אחד, וכן חלב אפילו חתיכה אחת, ופשיטא לירושלמי דבמקום עדים חייב אשם תלוי ומשמע בדברי הכל מדקמתמה שמא אינו חייב אשם תלוי. משום דעדים המכחישים כספק חתיכות וכשאכל אחת מהן חייב...]",,1250,,
17378,yevamot,719,*,,719,*,0,בית הבחירה,"יבמות, עמ' 335",והביאו ראיה מתלמוד המערב שאף ביש לה בנים תצא,,1375,58,862_210569
34929,yevamot,719,*,,720,*,0,תוספות ישנים (השלם) - יבמות,"תקלט [צד ע""ב]","... י""ל דהשתא נאמר כמו שאמר ר' ירמיה בירושלמי דההיא כר' עקיבא אבל רבנן לא אמרי תצא מזה ומזה אלא זה חולץ וזה מקיים.",,?1300?,21,320204_577
13936,yevamot,719,12,יבמה,719,30,תצא.,העיטור,"נ""ו.ד. ויניציאה   ח""ב, ו' ע""א טור א' (ק""י)",ירושלמי יבמה שנישאת בלא חליצה ר' ירמיה אמ' זה חולץ וזה מקיים ור' יוחנן אמר תצא ור' אילא אמ' תצא וכו' ר' יוסי שאל ר' פנחס איך ר' סבר אמר ליה כר' ירמיה אמר לו חזור בך ואי לא כתיבנא עלך זקן ממרא. וקיימא לן כרבי יוחנן דאמ' תצא,,1150,233,150565_233
32585,yevamot,720,21,חזור,720,29,ממרא.,"שו""ת תשב""ץ ח""ב","סי' ד דף ד ע""ג",וכדאמ' רבי יוסי לרבי פנחס חזור בך ואם לאו כתי' עלך זקן ממרא כדאיתא בירושלמי דיבמות:,,1400,10,300933_230
31282,yevamot,709,4,הקילקול,709,13,ודם.,"חי' הרשב""א - יבמות","צב ע""ב, עמ' תצז, ד""ה: ירושלמי",[ירושלמי] הקלקול דומה לאכילת חלב ודם בשהורו מותר לאכול חלב ואכל דם,,1275,59,506_00271272
26711,yevamot,724,1,ומניין,724,12,ויצאה מביתו והלכה והיתה לאיש אחר.,ספר מצוות גדול,"עשין מ""ח   קכ""ה ג",גרסינן בירושלמי דפרק הערל מניין שאין קידושין תופסין באשת איש רבי אמי בשם רבי ינאי אומר ויצאה מביתו והלכה והיתה לאיש אחר לכשתצא מביתו דווקא לאיש אחר פרט לקרובות מכאן שאין קדושין תופסין בהן:,אין זה לפנינו בהערל ואיתא במקום שציינתי ועיין בבלי קדושין סז:,1225,129,230142_142
31284,yevamot,726,5,[כתי'1],727,31,הים.,"חי' הרשב""א - יבמות","צה ע""ב, עמ' תקה, ד""ה: תנא קמא סבר","[וכענין שאמרו בירושלמי דגרסינן התם] כתיב ושכב איש אותה שכיבתה אוסרתה ואין שכיבת אחותה *אוסרתה ואמור אף הכא תחת אישך פרט לאונסין אמר רב מתניא גזרו על דבר שהוא מצוי ולא גזרו על דבר שאינו מצוי דרך האיש לצאת למדה""י ואין דרך של אשה לצאת למדה""י",לפנינו: 'אחרת',1275,60,507_00271273
17380,yevamot,727,21,דרך,727,31,הים.,בית הבחירה,"יבמות, עמ' 340",וכמו שאמרו בתלמוד המערב דרכו של איש לצאת ואין דרכה של אשה לצאת,,1375,59,863_210570
13641,yevamot,0,*,,,*,0,"חידושי הרמב""ן - יבמות","עמוד של [צו ע""א]","וכן בירושלמי משמע דלרב דאמר קנה לכל בביאת שוגג, כי פטר רחמנא אשת יבם בן ט' ממיתה, גזרת הכתוב הוא בידם ולא בשאר שוגגין. ולשמואל כשם שזו פטורה כן כולן פטורות...",,1250,45,749_00240431
,,721,14,כדברי,721,32,ביבמה.,"רי""ף גיטין",גיטין דף מב עמוד א,"[גמ' ירושלמי] זו דברי ר' מאיר שאמר משום ר' עקיבא אבל חכמים אומרים אין ממזר ביבמה וקי""ל כחכמים",,1050,,
22462,yevamot,721,*,,721,*,0,"פסקי הרי""ד - יבמות",עמ' קצו,"ונהי דאית להו לרבנן תצא משיני כדאמרי' בירושלמ', משום דעבדא איסורא וקנסינן ליה[!] אבל מיבם לא.",,1200,9,180951_707
,yevamot,736,*,,736,*,0,"ריא""ז",פסקי יבמות פרק י הלכה ב אות ה,"ואם היתה חמותו מורגלת לבא אצלו על ידי אשתו מוציאין את אשתו ממנו כמבואר בקונטרס הראייות בראיי' ט""ו, וכך היא בתלמוד ארץ ישראל",,#N/A,,
,yevamot,744,35,ואם לבנו ייעדנה.,745,14,כבן,"אור זרוע ח""ג",פסקי בבא בתרא סימן קד,ואמרי' נמי בירושלמי אם לבנו יעדנה לבנו הוא מיעדה ואינו מיעדה לבן בנו. ר' בעי קומי דר' זעירא גבי נחלה את עביד בן הבן כבן וכה אתמר הכין,,1215,,
,yevamot,390,*,,390,*,0,"חידושי הרמב""ן - יבמות","דף צו עמוד א ד""ה אף בזו","והא דקני לה מדין תורה טעמא דמילתא כדתני עלה בתוספתא במכלתין (פי""א הי""ג) זה הכלל כל ביאה שצריכה דעת אין ביאתו ביאה אינה צריכה דעת ביאתו ביאה, וכן בירושלמי",זיהוי מסופק על פי מהדורת הרשלר,1250,,
4760,yevamot,802,*,,802,*,0,נימוקי יוסף - יבמות,"פי""א ל""ב ע""א","ספק אשת אחיו ואשת בן אחיו - אמרי' בירושלמי זאת אומרת מותר לאדם לישא אשת בן אחיו פי' אע""פ שיכול לבא לידי ביטול מצות יבמין אם ימות ותפול לפני האחין אפ""ה מותר",,1450,,
33793,yevamot,0,*,,,*,0,תוספות - יבמות,"צ""ח. ד""ה נשא","נשא אחותו מן האם יוציא ... וה""ר חיים פירש דדוקא נקט ולידתו בקדושה דאז מן האב יקיים שלא ראה עצמו בגיות וליכא למימר ביה שמ' יאמרו באנו מקדושה חמורה לקדושה קלה דהא שמעינן לרבי מאיר דהכא בירושלמי [וכדאמר ובבראשית] רבה דאסר בן נח באחותו בין מן האב בין מן האם דדריש על כן יעזב איש את אביו ואת אמו בסמוך לו מאביו בסמוך לו מאמו ומיהו נראה לר""י דהך ברייתא פליגא אירושלמי וכדאמ'* רבה דקא משמע דכ""ע מוקי הכא קרא לאחות אב ואחות אם והיינו כרבנן דהתם ...",*בראשית,1200,34,310659_560
29259,yevamot,813,15,אמ',813,26,אחיו.,"שו""ת הרשב""ש","סי' תקפה דף קטז ע""א","... וכיון שבת אחיו ובת אחותו מותרות לו כ""ש נשי בניהם ובתלמוד בבלי שלנו לא הוצרכו לבאר דין זה לפי שהוא דבר פשוט אבל בתלמוד ירושלמי ביארוהו ואמרו שם א""ר חגי* זאת אומרת שמותר לאדם לישא את אשת בן אחיו ע""כ",*לפנינו: ר' יוסי,1450,117,290520_445
,yevamot,813,18,זאת,813,26,אחיו.,תוספות - יבמות,"דף צט עמוד א ד""ה ספק אשת","ספק אשת אחיו ואשת בן אחיו - אמרי' בירושלמי זאת אומרת מותר לאדם לישא אשת בן אחיו פי' אע""פ שיכול לבא לידי ביטול מצות יבמין אם ימות ותפול לפני האחין אפ""ה מותר",,1200,,
,yevamot,813,18,זאת,813,26,אחיו.,האגודה,יבמות פרק יא סימן קג,"פר""י בירושלמי [ה""ד] מפ' זאת אומרת מותר לאדם לישא אשת בן אחיו אף על פי דיכול לבא לידי ביטול יבמין",,#N/A,,
13642,yevamot,803,39,שאר,803,45,מידו.,"חידושי הרמב""ן - יבמות","עמוד שלח [צח ע""ב]",אבל בירושלמי מצאתי לשון אחר ושאר כל העריות כנס אין מוציאין מידו לא אמר אלא כנס הא בתחלה אסור,"[פלורסהיים ג (א), ע' פד]",1250,46,750_00240432
33795,yevamot,821,12,היה,822,*,0,תוספות - יבמות,"צ""ט: ד""ה ואין","ואין מוציאין פי' בקו' בל""א אם היו חייבין עולה או חטאת ואשם אין כופין אות' לתתם לאנשי משמר ... אלא או יקרי' להם קרבנות ויחזרו להם הבשר ויתנו לכל מי שירצו או אלו יעשו שליח כל כהן שירצו להקריב בקרבן והקשה על זה בקו' דהא אמרינן בהגוז' קמא דהיכא דלא מצי עביד עבודה שליח נמי לא מצי משוי ואר""י דאין זה קושיא דשאני הכא אם יבא אליהו ויאמר שהוא כהן היה ראוי לעבוד עבודה כמו חולה וזקן שנותן לאיזה משמר שירצה הואיל ועל ידי הדחק ראוי לעבודה כדמפרש בהגוזל וכן מצא הר' אלחנן בהדי' בירושלמי דקאמר היה זקן או חולה נותנה לכל משמר שירצה היה טמא ובעל מום נותנ' לאותו משמר ומסיק דהתערובות עבדינן להו כחולה וזקן דתנינן אין מוציאין שלהן מידיהם.",,1200,36,310661_562
15557,yevamot,826,18,אמ',826,45,ופירש.,מלחמות ה' - יבמות,"פ""ח, כה ע""א","ועוד ה""ג בהלכות הרי""ף הב""ע בשלא גמרו סימנים ואסימני בן שמונה קאי כלומר שלא גמרו שערו וצפרניו עד ולענין סריס הוזכר בשמועה זו ולא לענין נפל. אמר הכותב דברי תורה צריכין זה לזה זה נוטל וזה פותח שמן הירושלמי נגלה לו פירוש הלכה זו וכן מצאתי שם בפרק נושאין על האנוסה תני רבי חייא אוננין ומטמאין על הספק אמר רבי יוסי מתניתא אמרה כן הוא אונן עליהם והן אוננין עליו רבי אסי בר יקים הוה ליה עובדא שאל ליה לרבי יוסי אמר ליה לית צריך אמר ליה והא תני ר' חייא אוננין מטמאין על הספק סימניו היו ניכרין ולא כן אמרין חברייא בשם רבי יוחנן סימני בן שמונה אינן עושין מעשה סימן היה לו בשבעל ופירש","[פלורסהיים ג (א), ע' פה]",1250,9,110_00241001
